State,Num1,Num2
END,1.652,0
END,1.662,0
END,1.657,0
END,1.632,0
END,1.637,0
END,1.657,0
END,1.657,0
END,1.652,0
END,1.647,0
END,1.662,0
END,1.672,0
END,1.647,0
END,1.637,0
END,1.652,0
END,1.657,0
END,1.647,0
END,1.637,0
END,1.642,0
END,1.657,0
END,1.637,0
END,1.618,0
END,1.632,0
END,1.647,0
END,1.642,0
END,1.632,0
END,1.632,0
END,1.647,0
END,1.647,0
END,1.618,0
END,1.623,0
END,1.642,0
END,1.642,0
END,1.632,0
END,1.628,0
END,1.647,0
END,1.662,0
END,1.642,0
END,1.637,0
END,1.657,0
END,1.672,0
END,1.657,0
END,1.647,0
END,1.657,0
END,1.672,0
END,1.652,0
END,1.628,0
END,1.642,0
END,1.652,0
END,1.642,0
END,1.628,0
END,1.623,0
END,1.647,0
END,1.652,0
END,1.637,0
END,1.647,0
END,1.676,0
END,1.681,0
END,1.667,0
END,1.652,0
END,1.662,0
END,1.667,0
END,1.642,0
END,1.637,0
END,1.657,0
END,1.667,0
END,1.662,0
END,1.662,0
END,1.676,0
END,1.696,0
END,1.686,0
END,1.667,0
END,1.676,0
END,1.691,0
END,1.686,0
END,1.667,0
END,1.667,0
END,1.691,0
END,1.696,0
END,1.686,0
END,1.701,0
END,1.735,0
END,1.75,0
END,1.75,0
END,1.75,0
END,1.769,0
END,1.774,0
END,1.745,0
END,1.725,0
END,1.735,0
END,1.735,0
END,1.72,0
END,1.711,0
END,1.716,0
END,1.735,0
END,1.72,0
END,1.706,0
END,1.72,0
END,1.74,0
END,1.735,0
END,1.72,0
END,1.716,0
END,1.72,0
END,1.706,0
END,1.667,0
END,1.662,0
END,1.676,0
END,1.667,0
END,1.652,0
END,1.647,0
END,1.667,0
END,1.676,0
END,1.647,0
END,1.637,0
END,1.657,0
END,1.662,0
END,1.652,0
END,1.637,0
END,1.652,0
END,1.667,0
END,1.652,0
END,1.637,0
END,1.642,0
END,1.647,0
END,1.632,0
END,1.603,0
END,1.593,0
END,1.603,0
END,1.598,0
END,1.588,0
END,1.623,0
END,1.691,0
END,1.76,0
END,1.828,0
END,1.911,0
END,2.004,0
END,2.082,0
END,2.116,0
END,2.151,0
END,2.18,0
END,2.175,0
END,2.131,0
END,2.063,0
END,2.004,0
END,1.95,0
END,1.857,0
END,1.774,0
END,1.73,0
END,1.696,0
END,1.652,0
END,1.623,0
END,1.618,0
END,1.642,0
END,1.642,0
END,1.628,0
END,1.642,0
END,1.672,0
END,1.672,0
END,1.662,0
END,1.652,0
END,1.662,0
END,1.672,0
END,1.652,0
END,1.647,0
END,1.667,0
END,1.672,0
END,1.657,0
END,1.647,0
END,1.652,0
END,1.662,0
END,1.642,0
END,1.623,0
END,1.637,0
END,1.652,0
END,1.647,0
END,1.637,0
END,1.642,0
END,1.657,0
END,1.652,0
END,1.628,0
END,1.637,0
END,1.662,0
END,1.667,0
END,1.662,0
END,1.657,0
END,1.676,0
END,1.686,0
END,1.667,0
END,1.667,0
END,1.691,0
END,1.696,0
END,1.686,0
END,1.676,0
END,1.686,0
END,1.706,0
END,1.696,0
END,1.686,0
END,1.701,0
END,1.72,0
END,1.711,0
END,1.701,0
END,1.701,0
END,1.711,0
END,1.701,0
END,1.676,0
END,1.681,0
END,1.701,0
END,1.696,0
END,1.686,0
END,1.686,0
END,1.711,0
END,1.725,0
END,1.706,0
END,1.701,0
END,1.725,0
END,1.73,0
END,1.72,0
END,1.716,0
END,1.725,0
END,1.745,0
END,1.73,0
END,1.716,0
END,1.735,0
END,1.755,0
END,1.75,0
END,1.74,0
END,1.74,0
END,1.76,0
END,1.75,0
